SystemCodeNumber_BHMBCCMKT01,SystemCodeNumber_BHMBCCTHL01,SystemCodeNumber_BHMEURBRD01,SystemCodeNumber_BHMMBMMBX01,SystemCodeNumber_BHMNCPHST01,SystemCodeNumber_BHMNCPNST01,SystemCodeNumber_Broad Street,SystemCodeNumber_Others-CCCPS105a,SystemCodeNumber_Others-CCCPS119a,SystemCodeNumber_Others-CCCPS135a,SystemCodeNumber_Others-CCCPS202,SystemCodeNumber_Others-CCCPS8,SystemCodeNumber_Others-CCCPS98,SystemCodeNumber_Shopping,TrafficConditionNearby,Capacity,Occupancy,VehicleType,QueueLength,IsSpecialDay,Month,Date,Hour,Minute,Price
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2937.0,665.0,1.0,2.0,0.0,10.0,4.0,8.0,25.0,17.87
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1322.0,478.0,3.0,2.0,0.0,10.0,4.0,8.0,25.0,11.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3103.0,678.0,0.0,3.0,0.0,10.0,4.0,8.0,25.0,8.02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1920.0,761.0,1.0,2.0,0.0,10.0,4.0,8.0,25.0,18.55
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,80.0,1.0,2.0,0.0,10.0,4.0,8.0,59.0,19.74
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,155.0,1.0,2.0,0.0,10.0,4.0,8.0,59.0,20.16
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,269.0,3.0,2.0,0.0,10.0,4.0,8.0,59.0,12.74
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.0,346.0,3.0,2.0,0.0,10.0,4.0,8.0,59.0,14.45
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,441.0,1.0,2.0,0.0,10.0,4.0,8.0,59.0,21.36
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,278.0,1.0,2.0,0.0,10.0,4.0,8.0,59.0,22.46
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,415.0,0.0,3.0,0.0,10.0,4.0,8.0,59.0,8.57
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,864.0,1.0,2.0,0.0,10.0,4.0,8.0,59.0,24.18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2803.0,323.0,1.0,2.0,0.0,10.0,4.0,8.0,59.0,25.47
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3883.0,2007.0,1.0,2.0,0.0,10.0,4.0,8.0,59.0,25.82
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2937.0,848.0,0.0,2.0,0.0,10.0,4.0,8.0,59.0,10.37
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1322.0,518.0,1.0,3.0,0.0,10.0,4.0,8.0,59.0,27.37
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3103.0,792.0,1.0,3.0,0.0,10.0,4.0,8.0,59.0,28.35
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1920.0,958.0,1.0,2.0,0.0,10.0,4.0,8.0,59.0,29.11
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,107.0,1.0,2.0,0.0,10.0,4.0,9.0,32.0,30.61
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,204.0,2.0,2.0,0.0,10.0,4.0,9.0,32.0,2.96
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,351.0,2.0,3.0,0.0,10.0,4.0,9.0,32.0,4.54
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.0,414.0,3.0,2.0,0.0,10.0,4.0,9.0,32.0,15.96
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,552.0,0.0,2.0,0.0,10.0,4.0,9.0,32.0,11.24
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,302.0,3.0,3.0,0.0,10.0,4.0,9.0,32.0,17.77
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,530.0,1.0,2.0,0.0,10.0,4.0,9.0,32.0,31.17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,1004.0,1.0,3.0,0.0,10.0,4.0,9.0,32.0,33.47
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2803.0,420.0,0.0,2.0,0.0,10.0,4.0,9.0,32.0,12.62
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3883.0,2502.0,0.0,3.0,0.0,10.0,4.0,9.0,32.0,13.07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2937.0,1036.0,1.0,3.0,0.0,10.0,4.0,9.0,32.0,34.97
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1322.0,590.0,2.0,3.0,0.0,10.0,4.0,9.0,32.0,6.78
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3103.0,932.0,1.0,3.0,0.0,10.0,4.0,9.0,32.0,36.03
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1920.0,1121.0,2.0,3.0,0.0,10.0,4.0,9.0,32.0,8.12
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,150.0,0.0,2.0,0.0,10.0,4.0,9.0,59.0,15.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,236.0,1.0,2.0,0.0,10.0,4.0,9.0,59.0,36.93
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,397.0,0.0,2.0,0.0,10.0,4.0,9.0,59.0,15.78
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.0,485.0,1.0,3.0,0.0,10.0,4.0,9.0,59.0,38.76
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,638.0,1.0,2.0,0.0,10.0,4.0,9.0,59.0,40.88
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,485.0,327.0,1.0,3.0,0.0,10.0,4.0,9.0,59.0,42.47
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,600.0,1.0,2.0,0.0,10.0,4.0,9.0,59.0,44.16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,1142.0,1.0,3.0,0.0,10.0,4.0,9.0,59.0,46.77
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2803.0,476.0,1.0,3.0,0.0,10.0,4.0,9.0,59.0,48.47
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3883.0,2802.0,3.0,3.0,0.0,10.0,4.0,9.0,59.0,19.64
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2937.0,1163.0,1.0,3.0,0.0,10.0,4.0,9.0,59.0,48.98
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1322.0,657.0,3.0,3.0,0.0,10.0,4.0,9.0,59.0,21.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3103.0,1052.0,2.0,3.0,0.0,10.0,4.0,9.0,59.0,9.87
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1920.0,1254.0,3.0,3.0,0.0,10.0,4.0,9.0,59.0,23.3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,177.0,1.0,3.0,0.0,10.0,4.0,10.0,26.0,50.17
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,264.0,1.0,3.0,0.0,10.0,4.0,10.0,26.0,51.09
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,430.0,1.0,3.0,0.0,10.0,4.0,10.0,26.0,53.14
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,687.0,530.0,1.0,5.0,0.0,10.0,4.0,10.0,26.0,55.88
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1200.0,686.0,1.0,4.0,0.0,10.0,4.0,10.0,26.0,57.81
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,351.0,1.0,3.0,0.0,10.0,4.0,10.0,26.0,59.24
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,642.0,1.0,4.0,0.0,10.0,4.0,10.0,26.0,61.41
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,1245.0,3.0,4.0,0.0,10.0,4.0,10.0,26.0,25.26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2803.0,525.0,2.0,4.0,0.0,10.0,4.0,10.0,26.0,10.89
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3883.0,3035.0,1.0,5.0,0.0,10.0,4.0,10.0,26.0,64.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2937.0,1257.0,1.0,3.0,0.0,10.0,4.0,10.0,26.0,66.55
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1322.0,715.0,1.0,3.0,0.0,10.0,4.0,10.0,26.0,67.83
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3103.0,1142.0,1.0,4.0,0.0,10.0,4.0,10.0,26.0,69.45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1920.0,1324.0,1.0,4.0,0.0,10.0,4.0,10.0,26.0,70.56
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,577.0,219.0,3.0,6.0,0.0,10.0,4.0,10.0,59.0,27.11
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,387.0,308.0,1.0,4.0,0.0,10.0,4.0,10.0,59.0,72.63
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,470.0,458.0,2.0,6.0,0.0,10.0,4.0,10.0,59.0,11.45
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,687.0,573.0,1.0,4.0,0.0,10.0,4.0,10.0,59.0,74.62
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1200.0,729.0,1.0,4.0,0.0,10.0,4.0,10.0,59.0,76.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,485.0,371.0,1.0,6.0,0.0,10.0,4.0,10.0,59.0,78.22
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,690.0,675.0,0.0,4.0,0.0,10.0,4.0,10.0,59.0,18.32
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2009.0,1364.0,0.0,5.0,0.0,10.0,4.0,10.0,59.0,20.76
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2803.0,574.0,3.0,4.0,0.0,10.0,4.0,10.0,59.0,27.87
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3883.0,3169.0,1.0,6.0,0.0,10.0,4.0,10.0,59.0,79.75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2937.0,1354.0,0.0,7.0,0.0,10.0,4.0,10.0,59.0,22.46
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1322.0,791.0,1.0,4.0,0.0,10.0,4.0,10.0,59.0,81.79
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3103.0,1210.0,1.0,5.0,0.0,10.0,4.0,10.0,59.0,83.29
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1920.0,1387.0,1.0,5.0,0.0,10.0,4.0,10.0,59.0,84.26
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,577.0,247.0,1.0,5.0,0.0,10.0,4.0,11.0,25.0,86.07
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,387.0,324.0,0.0,5.0,0.0,10.0,4.0,11.0,25.0,23.38
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,470.0,464.0,1.0,5.0,0.0,10.0,4.0,11.0,25.0,86.71
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,687.0,604.0,0.0,5.0,0.0,10.0,4.0,11.0,25.0,24.64
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1200.0,765.0,1.0,5.0,0.0,10.0,4.0,11.0,25.0,88.19
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,485.0,373.0,3.0,7.0,0.0,10.0,4.0,11.0,25.0,28.39
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,690.0,672.0,1.0,6.0,0.0,10.0,4.0,11.0,25.0,89.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2009.0,1424.0,0.0,6.0,0.0,10.0,4.0,11.0,25.0,25.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2803.0,588.0,3.0,5.0,0.0,10.0,4.0,11.0,25.0,29.31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3883.0,3221.0,3.0,7.0,0.0,10.0,4.0,11.0,25.0,29.62
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2937.0,1369.0,0.0,6.0,0.0,10.0,4.0,11.0,25.0,27.02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1322.0,820.0,3.0,5.0,0.0,10.0,4.0,11.0,25.0,30.87
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3103.0,1241.0,3.0,9.0,0.0,10.0,4.0,11.0,25.0,31.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1920.0,1428.0,3.0,6.0,0.0,10.0,4.0,11.0,25.0,32.28
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,577.0,259.0,2.0,5.0,0.0,10.0,4.0,11.0,59.0,13.4
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,387.0,332.0,1.0,5.0,0.0,10.0,4.0,11.0,59.0,90.61
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,470.0,460.0,0.0,5.0,0.0,10.0,4.0,11.0,59.0,27.72
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,687.0,634.0,0.0,5.0,0.0,10.0,4.0,11.0,59.0,29.19
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1200.0,771.0,1.0,6.0,0.0,10.0,4.0,11.0,59.0,91.89
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,485.0,381.0,1.0,7.0,0.0,10.0,4.0,11.0,59.0,92.86
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,690.0,677.0,1.0,7.0,0.0,10.0,4.0,11.0,59.0,93.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2009.0,1470.0,0.0,6.0,0.0,10.0,4.0,11.0,59.0,30.57
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2803.0,605.0,1.0,5.0,0.0,10.0,4.0,11.0,59.0,94.98
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3883.0,3248.0,0.0,7.0,0.0,10.0,4.0,11.0,59.0,31.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2937.0,1390.0,1.0,6.0,0.0,10.0,4.0,11.0,59.0,95.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1322.0,836.0,1.0,8.0,0.0,10.0,4.0,11.0,59.0,96.01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3103.0,1288.0,0.0,6.0,0.0,10.0,4.0,11.0,59.0,32.92
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1920.0,1447.0,1.0,6.0,0.0,10.0,4.0,11.0,59.0,96.77
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,577.0,266.0,0.0,8.0,0.0,10.0,4.0,12.0,29.0,33.55
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,387.0,334.0,1.0,8.0,0.0,10.0,4.0,12.0,29.0,97.9
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,470.0,464.0,1.0,8.0,0.0,10.0,4.0,12.0,29.0,98.94
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,687.0,648.0,0.0,9.0,0.0,10.0,4.0,12.0,29.0,34.1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1200.0,779.0,2.0,9.0,0.0,10.0,4.0,12.0,29.0,14.07
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,485.0,379.0,1.0,6.0,0.0,10.0,4.0,12.0,29.0,100.12
